FlyHeight6,FlyHeight7,FlyHeight8,FlyHeight9,FlyHeight10,FlyHeight11,FlyHeight12,class
3141,2883,13314,11616,6080,5360,11133,0
3138,2893,13083,11518,6069,5378,11016,0
3135,2880,13255,11520,6091,5357,11014,0
3132,2885,13284,11456,6060,5358,11226,0
3131,2884,13363,11512,6073,5361,11042,0
3117,2872,13356,11362,6039,5328,11011,0
3119,2888,13294,11584,6094,5354,11068,0
3133,2873,13234,11482,6082,5347,10982,0
3138,2889,13362,11516,6054,5346,11006,0
3128,2892,13264,11480,6091,5376,10915,0
3124,2895,13268,11554,6047,5346,10915,0
3127,2882,13285,11509,6046,5336,10985,0
3135,2890,13466,11543,6081,5347,10972,0
3135,2887,13250,11526,6100,5346,11019,0
3123,2879,13244,11467,6069,5365,11118,0
3133,2888,13220,11512,6058,5326,10976,0
3145,2879,13460,11532,6113,5393,11207,0
3228,2938,14599,12552,6467,5405,10996,0
3196,2921,14840,12654,6466,5421,10995,0
3199,2928,14835,12697,6451,5402,11207,0
3192,2919,14782,12655,6471,5385,10871,0
3221,2927,14709,12428,6446,5375,10974,0
3204,2931,14520,12488,6447,5398,11004,0
3211,2934,14772,12636,6459,5408,11040,0
3195,2927,14865,12640,6473,5430,11046,0
3198,2920,14727,12495,6444,5390,11045,0
3205,2934,14818,12623,6479,5427,10995,0
3191,2924,14905,12480,6458,5381,11135,0
3206,2930,14825,12598,6470,5400,11125,0
3205,2928,14871,12612,6470,5410,10943,0
3226,2940,14672,12593,6484,5406,10992,0
3188,2923,14908,12482,6473,5415,10941,0
3183,2934,14724,12528,6464,5409,11065,0
3214,2925,15029,12520,6494,5381,10837,0
3211,2938,14730,12500,6509,5414,11121,0
3210,2925,14886,12422,6494,5422,10917,0
3221,2928,14833,12538,6488,5382,10848,0
3214,2935,14767,12638,6507,5426,11057,0
3200,2927,14769,12500,6506,5455,10868,0
3218,2928,14851,12580,6470,5446,10948,0
3204,2923,14671,12441,6516,5402,10873,0
3188,2938,14785,12598,6490,5413,10813,0
3214,2927,14833,12437,6476,5403,10951,0
3205,2934,14883,12533,6530,5468,10816,0
3218,2935,14857,12542,6528,5427,10988,0
3212,2933,14704,12600,6530,5437,10938,0
3218,2937,14802,12558,6530,5430,11061,0
3219,2933,14773,12570,6517,5441,10939,0
3216,2937,14834,12446,6491,5398,10902,0
3204,2937,14670,12456,6457,5361,10973,0
3209,2921,14900,12612,6517,5396,10961,0
3216,2930,14727,12494,6493,5403,10855,0
3215,2933,14646,12599,6535,5340,10966,0
3218,2933,14748,12575,6515,5387,10890,0
3205,2929,14728,12593,6492,5411,10882,0
3215,2927,14884,12576,6471,5399,11227,0
3200,2923,14714,12410,6468,5421,11017,0
3198,2918,14702,12572,6491,5419,11012,0
3203,2915,14620,12475,6454,5403,10942,0
3204,2927,14811,12466,6510,5420,11092,0
3203,2918,14816,12524,6471,5423,11017,0
3209,2923,14657,12473,6466,5378,10877,0
3201,2934,14825,12466,6465,5392,11108,0
3207,2942,14894,12551,6514,5458,11306,0
3202,2925,14955,12574,6508,5437,11077,0
3196,2927,14882,12451,6475,5419,11103,0
3203,2925,14675,12564,6411,5340,11164,0
3213,2920,14642,12578,6473,5397,11109,0
3219,2920,14707,12647,6461,5419,10844,0
3210,2918,14657,12669,6469,5401,10923,0
3214,2937,14725,12620,6510,5441,10897,0
3219,2941,14789,12649,6487,5409,11009,0
3209,2947,14648,12572,6497,5398,10822,0
3202,2929,14762,12633,6525,5400,11137,0
3217,2926,14818,12693,6527,5449,11136,0
3202,2917,14641,12576,6493,5390,10822,0
3212,2934,14672,12525,6500,5419,10952,0
3192,2939,14727,12507,6465,5354,10933,0
3221,2920,14775,12753,6494,5419,10956,0
3237,2955,14766,12540,6507,5454,11048,0
3215,2933,14845,12721,6511,5449,11049,0
3214,2926,14799,12551,6529,5394,11134,0
3204,2934,14756,12549,6452,5419,11107,0
3204,2925,14724,12525,6461,5410,11013,0
3203,2916,14620,12608,6457,5403,10855,0
3202,2940,14607,12541,6455,5350,10929,0
3206,2935,14786,12554,6430,5427,10957,0
3190,2932,14533,12571,6452,5394,10892,0
3195,2918,14715,12576,6443,5410,10865,0
3194,2925,14715,12514,6479,5420,10917,0
3188,2931,14597,12580,6443,5399,11015,0
3202,2933,14687,12564,6486,5426,10953,0
3220,2938,14725,12642,6502,5434,11037,0
3216,2934,14758,12550,6447,5421,10971,0
3201,2927,14810,12592,6433,5404,10783,0
3201,2951,14862,12602,6498,5416,11101,0
3213,2925,14838,12647,6476,5392,10836,0
3198,2937,14647,12536,6494,5427,11083,0
3229,2936,14783,12701,6477,5450,11190,0
3202,2940,14750,12676,6528,5424,11113,0
3219,2921,14738,12659,6501,5384,10924,0
3194,2925,14881,12659,6462,5414,10837,0
3218,2927,14693,12601,6487,5441,10923,0
3226,2932,14745,12596,6459,5389,11125,0
3208,2940,14868,12624,6479,5405,10879,0
3220,2938,14789,12709,6492,5430,10837,0
3210,2923,14818,12589,6481,5377,11001,0
3214,2925,14827,12578,6491,5421,11152,0
3215,2936,14690,12527,6477,5442,11018,0
3213,2943,14623,12539,6454,5393,10863,0
3203,2935,14815,12646,6445,5420,10956,0
3199,2929,14723,12589,6447,5397,11126,0
3206,2938,14685,12516,6424,5406,10745,0
3215,2939,14782,12595,6486,5409,10905,0
3205,2939,14778,12586,6469,5397,10777,0
3195,2933,14888,12571,6477,5417,10988,0
3192,2932,14793,12614,6486,5414,11060,0
3228,2938,14867,12650,6465,5396,10873,0
3188,2931,14839,12596,6462,5424,11015,0
3189,2933,14659,12465,6494,5421,10902,0
3202,2946,14647,12636,6450,5395,11208,0
3197,2931,14656,12535,6427,5397,10981,0
3221,2924,14832,12592,6489,5440,11020,0
3190,2937,14756,12599,6486,5388,10949,0
3214,2943,14754,12548,6494,5429,11012,0
3209,2930,14751,12609,6461,5392,10759,0
3198,2918,14702,12499,6445,5379,10952,0
3196,2919,14719,12534,6449,5373,11029,0
3222,2947,14860,12573,6468,5412,10989,0
3210,2937,14671,12654,6495,5452,10888,0
3198,2933,14738,12646,6464,5392,11081,0
3210,2931,14652,12648,6482,5375,11007,0
3211,2919,14660,12533,6472,5392,10839,0
3211,2930,14710,12591,6440,5392,10961,0
3213,2933,14752,12637,6464,5355,10880,0
3201,2935,14703,12502,6415,5367,10964,0
3205,2939,14885,12508,6490,5420,10868,0
3205,2925,14827,12523,6418,5359,11005,0
3189,2927,14757,12500,6419,5347,10851,0
3193,2926,14822,12614,6465,5425,11160,0
3218,2934,14664,12496,6467,5404,10847,0
3205,2931,14600,12569,6473,5382,10975,0
3181,2929,14818,12586,6490,5387,10831,0
3225,2934,14843,12493,6496,5420,10988,0
3200,2937,14730,12569,6482,5348,10807,0
3210,2921,14574,12476,6433,5400,10849,0
3210,2929,14749,12591,6491,5367,10894,0
3201,2925,14685,12431,6456,5384,10628,0
3222,2934,14822,12508,6457,5404,11113,0
3204,2944,14599,12409,6489,5401,10975,0
3203,2937,14716,12582,6524,5395,10913,0
3192,2918,14734,12474,6421,5416,11068,0
3202,2921,14771,12513,6504,5408,10922,0
3207,2942,14633,12482,6496,5430,10996,0
3215,2928,14875,12535,6479,5433,11274,0
3224,2931,14787,12643,6479,5387,11198,0
3198,2933,14781,12554,6486,5435,11078,0
3198,2933,14687,12599,6512,5383,10972,0
3203,2934,14868,12655,6513,5414,11069,0
3211,2939,14765,12525,6502,5395,10947,0
3215,2921,14775,12516,6504,5394,11025,0
3210,2931,14659,12527,6489,5423,11055,0
3196,2935,14755,12516,6483,5394,10966,0
3209,2940,14874,12608,6494,5437,10972,0
3221,2928,14742,12585,6451,5369,10887,0
3200,2928,14707,12529,6463,5384,10891,0
3208,2915,14774,12466,6436,5390,10781,0
3206,2927,14643,12585,6467,5375,10805,0
3197,2923,14750,12529,6448,5396,10869,0
3217,2929,14687,12572,6475,5354,10963,0
3188,2933,14698,12512,6458,5396,10889,0
3196,2924,14743,12464,6470,5347,10934,0
3226,2936,14727,12619,6500,5388,11145,0
3208,2928,14764,12462,6470,5398,10980,0
3212,2935,14785,12538,6502,5431,11121,0
3231,2937,14815,12541,6515,5454,10974,0
3214,2935,14722,12566,6461,5434,11049,0
3235,2939,14909,12584,6544,5441,11144,0
3242,2935,14987,12713,6505,5433,10868,0
3236,2953,14868,12654,6502,5441,11050,0
3226,2932,14921,12568,6523,5413,11064,0
3222,2942,14991,12655,6527,5437,11030,0
3214,2931,14913,12552,6528,5434,11088,0
3226,2954,15006,12645,6525,5437,11024,0
3218,2941,14778,12522,6500,5437,10949,0
3210,2938,14989,12656,6532,5413,11093,0
3218,2944,14950,12569,6491,5383,10988,0
3221,2937,15025,12655,6512,5454,11155,0
3217,2944,14886,12560,6536,5450,11159,0
3217,2928,14900,12483,6482,5385,10952,0
3207,2916,14598,12541,6496,5420,10815,0
3226,2939,14804,12569,6520,5409,10994,0
3248,2952,14920,12729,6572,5472,11056,0
3234,2949,14871,12568,6511,5431,10901,0
3218,2939,14736,12449,6532,5426,10978,0
3226,2945,14869,12563,6480,5436,11069,0
3207,2935,14785,12522,6537,5414,10948,0
3216,2944,14920,12504,6491,5407,11037,0
3213,2932,14885,12621,6505,5362,11046,0
3213,2932,14819,12603,6467,5408,11185,0
3208,2927,14831,12684,6571,5433,11163,0
3209,2945,14714,12610,6500,5386,10983,0
3197,2922,14774,12519,6484,5436,11056,0
3212,2931,14561,12655,6474,5419,10965,0
3208,2943,14830,12648,6511,5428,11107,0
3213,2943,14878,12650,6521,5460,11057,0
3200,2938,14687,12441,6482,5399,10968,0
2885,2732,10632,9055,4955,4207,7706,0
3214,2936,14853,12544,6540,5444,11088,0
3202,2927,14876,12683,6500,5397,11050,0
3208,2943,15034,12697,6507,5405,11065,0
3226,2939,14998,12618,6521,5399,11112,0
3214,2932,14812,12661,6493,5380,10856,0
3213,2915,14810,12606,6465,5388,10960,0
3211,2923,14833,12625,6438,5412,11105,0
3225,2940,15041,12680,6482,5441,10849,0
3213,2939,14826,12608,6519,5428,11138,0
3224,2940,14855,12629,6490,5406,11185,0
3231,2931,14844,12629,6505,5431,11103,0
3215,2947,14909,12625,6491,5395,11140,0
3219,2937,14929,12595,6503,5419,11125,0
3223,2929,14982,12545,6493,5422,10911,0
3215,2939,14802,12643,6508,5403,11047,0
3210,2930,14933,12563,6520,5406,11237,0
3214,2923,15048,12625,6503,5392,11143,0
3216,2932,14761,12574,6521,5431,10892,0
3206,2935,14835,12542,6503,5415,11095,0
3217,2939,14894,12647,6516,5464,11239,0
3209,2927,14755,12610,6463,5431,11042,0
3210,2935,14914,12619,6551,5430,10892,0
3231,2920,14821,12622,6480,5406,10853,0
3238,2942,14880,12554,6522,5431,11222,0
3219,2944,14922,12671,6522,5410,11190,0
3215,2926,14910,12660,6511,5451,11049,0
3202,2934,14938,12623,6489,5418,10950,0
3210,2947,14828,12575,6513,5389,10878,0
3198,2935,14815,12681,6496,5403,11270,0
3214,2943,14714,12602,6490,5418,11228,0
3237,2948,14905,12591,6487,5435,10992,0
3208,2932,14861,12593,6507,5402,11040,0
3226,2940,14808,12630,6493,5395,10961,0
3202,2922,14892,12510,6505,5396,11028,0
3201,2929,14813,12583,6426,5392,10943,0
3204,2923,14818,12693,6528,5388,11134,0
3197,2929,14818,12561,6449,5375,11043,0
3202,2932,14876,12607,6447,5390,11026,0
3208,2932,14820,12656,6493,5423,10975,0
3215,2927,14974,12653,6492,5394,10887,0
3218,2921,14697,12635,6483,5361,11262,0
3226,2930,14851,12689,6508,5414,11107,0
3224,2928,14906,12640,6486,5406,10918,0
3220,2930,14861,12615,6504,5430,11086,0
3203,2920,14792,12537,6497,5364,10882,0
3213,2922,14834,12518,6466,5408,10994,0
3217,2926,14898,12561,6471,5404,11052,0
3190,2925,14756,12540,6469,5383,10999,0
3206,2928,14932,12577,6470,5387,10897,0
3217,2929,14763,12602,6460,5377,10988,0
3226,2932,14853,12593,6457,5411,10905,0
3213,2923,14828,12537,6437,5396,10932,0
3231,2931,14894,12678,6515,5392,11048,0
3210,2928,14934,12604,6527,5415,11194,0
3222,2938,14958,12693,6510,5383,10938,0
3229,2947,15078,12592,6533,5423,11254,0
3232,2933,15083,12544,6504,5398,10803,0
3238,2927,14883,12608,6515,5435,11031,0
3243,2940,14961,12626,6495,5402,11121,0
3232,2940,15095,12616,6509,5425,10987,0
3215,2935,14776,12601,6485,5411,10994,0
3233,2934,14803,12612,6494,5408,10982,0
3232,2944,14900,12544,6466,5384,10877,0
3207,2936,14767,12509,6507,5433,10739,0
3207,2934,14901,12616,6502,5399,11155,0
3221,2939,14917,12679,6497,5438,11084,0
3227,2926,14824,12530,6495,5427,11019,0
3222,2935,14844,12558,6487,5425,11263,0
3212,2928,14864,12623,6492,5418,10969,0
3214,2920,14921,12558,6518,5419,11113,0
3207,2932,14974,12416,6467,5384,11139,0
3217,2927,14756,12496,6509,5413,10934,0
3208,2928,14999,12619,6483,5343,11112,0
3214,2932,14854,12546,6448,5397,11036,0
3214,2932,14901,12484,6456,5379,10840,0
3199,2924,14860,12512,6495,5416,10792,0
3222,2935,14834,12608,6469,5413,11257,0
3203,2944,14907,12490,6492,5382,10940,0
3209,2923,14795,12585,6484,5370,10819,0
3210,2927,15028,12660,6479,5420,10950,0
3211,2929,14834,12607,6510,5386,11213,0
3205,2924,14945,12697,6500,5382,11053,0
3223,2927,14811,12554,6473,5395,10858,0
3216,2935,15020,12652,6507,5400,11003,0
3200,2940,14910,12626,6462,5411,10825,0
3223,2939,14979,12616,6502,5394,11010,0
3207,2938,14954,12616,6508,5388,11112,0
3208,2955,14922,12651,6503,5404,10973,0
3215,2927,14978,12657,6514,5421,10934,0
3209,2926,14890,12571,6508,5412,11208,0
3233,2928,14931,12563,6475,5399,10776,0
3212,2937,14963,12623,6487,5430,11134,0
3210,2938,14924,12609,6486,5373,10833,0
3207,2924,14702,12567,6474,5391,10933,0
3224,2927,14933,12593,6497,5399,11138,0
3217,2941,14804,12474,6513,5415,10960,0
3227,2928,14731,12542,6483,5385,10951,0
3213,2932,14975,12661,6490,5420,10972,0
3225,2924,14786,12640,6446,5416,10797,0
3220,2936,14925,12668,6525,5387,11093,0
3223,2917,14748,12531,6443,5384,10908,0
2904,2699,12555,11361,5704,4983,10013,0
2996,2821,12813,11675,5930,5199,10095,0
2981,2817,12895,11764,5974,5259,10271,0
2985,2839,13086,11720,5926,5214,10138,0
2981,2819,12959,11727,5933,5227,10218,0
2972,2843,12939,11688,5928,5201,10117,0
2982,2838,12807,11663,5952,5227,10301,0
2988,2825,12979,11757,5925,5247,10326,0
2979,2827,12936,11676,5947,5238,10231,0
2970,2826,12993,11707,5918,5244,10179,0
2977,2811,12896,11729,5913,5256,10101,0
2983,2822,12950,11705,5915,5238,10303,0
2995,2830,12856,11715,6008,5235,10130,0
2975,2819,12803,11729,5962,5236,10287,0
2977,2824,12988,11728,5945,5227,10347,0
2988,2821,12986,11762,5923,5247,10266,0
2983,2818,12997,11736,5962,5236,10187,0
2988,2822,12899,11785,5964,5248,10264,0
2990,2824,12832,11812,5942,5230,10429,0
2990,2810,12982,11819,6009,5287,10357,0
2983,2812,12874,11680,5943,5186,10304,0
2980,2840,13121,11793,5971,5296,10328,0
2984,2829,12894,11734,5944,5196,10346,0
2989,2817,12838,11714,5959,5239,10227,0
3004,2836,12976,11883,6010,5293,10297,0
2983,2825,12905,11669,5956,5257,10280,0
2985,2822,12833,11712,5962,5295,10414,0
2986,2823,13016,11866,5954,5277,10348,0
2995,2838,12989,11842,5993,5261,10341,0
3000,2839,12986,11797,6026,5265,10396,0
2989,2849,13028,11870,6041,5272,10406,0
2989,2832,12969,11846,5998,5313,10239,0
3004,2832,12945,11831,6005,5295,10184,0
2991,2826,12969,11814,6005,5290,10298,0
2991,2817,12995,11834,6012,5274,10212,0
2977,2830,13110,11750,5988,5257,10321,0
2976,2835,12970,11782,5973,5201,10303,0
2993,2832,13074,11708,5991,5238,10161,0
2980,2804,12855,11752,5961,5206,10340,0
2995,2835,12953,11845,6037,5233,10276,0
2987,2841,12990,11781,6017,5271,10400,0
2981,2831,13003,11789,5989,5275,10267,0
26214,2825,26214,11749,5948,5275,10396,0
2980,2827,12931,11752,5946,5216,10403,0
2984,2812,13018,11737,5949,5238,10417,0
2983,2855,12956,11704,5952,5236,10204,0
2981,2818,12930,11792,5922,5280,10320,0
2987,2821,12934,11791,5994,5268,10346,0
3001,2832,13027,11777,6001,5279,10493,0
2985,2814,12977,11737,5984,5250,10389,0
2976,2830,12914,11669,5997,5235,10199,0
3000,2832,13017,11802,6035,5271,10500,0
2982,2836,12848,11815,5968,5256,10283,0
2992,2819,12778,11651,5938,5267,10338,0
2990,2822,13042,11731,5959,5269,10250,0
2987,2833,12896,11753,5970,5270,10332,0
2990,2825,13053,11701,5955,5274,10265,0
2987,2820,13010,11702,5932,5274,10130,0
2989,2835,12874,11700,5951,5260,10388,0
3012,2830,12946,11757,5993,5311,10297,0
2993,2837,13081,11762,5989,5291,10360,0
2977,2814,12919,11682,5976,5257,10314,0
2980,2815,12749,11636,5954,5260,10189,0
2991,2825,12954,11749,5952,5262,10218,0
2993,2841,12986,11737,5971,5287,10339,0
3001,2820,12873,11741,5976,5276,10160,0
2982,2822,12936,11592,5949,5236,10260,0
2992,2841,13111,11629,5919,5262,10251,0
2983,2830,13003,11701,5951,5274,10327,0
2988,2828,12976,11790,6024,5297,10170,0
2977,2816,12797,11702,5941,5281,10221,0
2994,2821,12863,11673,5961,5292,10262,0
2994,2834,13108,11693,5946,5237,10333,0
2989,2816,12878,11640,5929,5267,10348,0
2986,2836,12945,11698,5967,5271,10255,0
2983,2827,12951,11699,5932,5257,10237,0
2986,2841,12797,11673,5973,5257,10444,0
3000,2832,12886,11712,5996,5276,10160,0
2986,2833,13140,11779,5956,5328,10356,0
3017,2838,12903,11730,5979,5301,10258,0
3001,2844,12970,11761,5933,5339,10268,0
3009,2832,12970,11842,6011,5318,10437,0
2992,2827,13065,11761,6004,5326,10325,0
2991,2832,12993,11765,5917,5290,10271,0
2971,2835,13032,11742,5960,5271,10128,0
2980,2817,12925,11734,5920,5215,10278,0
2978,2823,12928,11719,5972,5250,10270,0
2985,2818,12977,11700,5985,5262,10358,0
2988,2825,13100,11809,5971,5255,10383,0
2988,2834,12897,11726,5944,5313,10288,0
2988,2815,13050,11614,5964,5235,10242,0
2998,2825,12966,11738,5961,5248,10338,0
3000,2840,12926,11756,6014,5295,10352,0
3007,2841,12960,11772,5959,5330,10298,0
3007,2825,12911,11698,5942,5249,10353,0
2974,2834,12956,11808,5964,5283,10225,0
2992,2835,13085,11713,5956,5255,10340,0
2986,2829,12932,11692,5943,5223,10256,0
2982,2828,12891,11604,5954,5276,10237,0
2987,2826,13046,11653,5954,5299,10283,0
3013,2832,12801,11755,5951,5280,10209,0
2976,2828,13066,11677,5945,5241,10495,0
2998,2829,12871,11733,5970,5243,10241,0
2981,2833,13015,11708,5907,5315,10305,0
2975,2824,13048,11674,5945,5214,10298,0
2993,2822,12923,11688,5966,5280,10505,0
2990,2818,12943,11713,5970,5290,10127,0
2990,2831,12983,11734,5982,5305,10422,0
2989,2815,12992,11740,5964,5290,10189,0
2997,2817,13049,11741,6038,5318,10294,0
3000,2826,12969,11704,5926,5283,10264,0
2986,2834,13174,11816,5982,5269,10242,0
2971,2829,12944,11732,5946,5262,10382,0
2976,2817,12860,11781,5972,5227,10275,0
2978,2836,12904,11670,5925,5286,10152,0
2976,2819,12825,11692,5939,5250,10255,0
2982,2821,12920,11672,5916,5293,10334,0
2976,2832,13058,11675,5922,5233,10360,0
2992,2835,13006,11718,5945,5299,10173,0
2984,2829,13086,11737,5939,5276,10220,0
2992,2822,12911,11752,5934,5252,10312,0
2988,2841,13041,11738,5951,5271,10148,0
2989,2829,12884,11630,5912,5244,10147,0
2980,2811,12875,11713,5920,5258,10343,0
2983,2810,13036,11677,5950,5251,10254,0
2992,2820,12845,11751,5951,5236,10229,0
2983,2816,12910,11667,5890,5201,10315,0
2968,2826,12901,11777,5933,5234,10413,0
2989,2822,12875,11652,5929,5266,10281,0
2986,2831,13057,11725,5979,5274,10301,0
2983,2838,12966,11693,5958,5219,10243,0
2989,2828,13069,11615,5981,5266,10296,0
2975,2814,12864,11548,5947,5207,10181,0
2982,2826,12958,11587,5933,5271,10200,0
3003,2836,12926,11782,5985,5258,10428,0
2991,2818,13048,11674,5948,5242,10260,0
2971,2828,13038,11783,5900,5229,10386,0
2986,2833,12919,11701,5946,5244,10232,0
2984,2812,12894,11682,5930,5244,10304,0
2992,2827,13034,11748,5978,5283,10235,0
2993,2824,12859,11783,5953,5278,10268,0
3003,2822,12903,11713,5965,5263,10204,0
2999,2829,12926,11692,5976,5316,10447,0
2992,2819,12934,11779,5993,5245,10412,0
2991,2835,13061,11850,5962,5274,10235,0
2985,2827,12896,11771,5968,5251,10184,0
3009,2835,12944,11701,6006,5267,10336,0
2993,2833,13114,11738,5987,5274,10217,0
2984,2819,13061,11775,5982,5277,10262,0
3006,2825,12981,11734,5955,5273,10159,0
2985,2822,12982,11637,5924,5258,10254,0
2985,2829,12887,11693,5901,5237,10323,0
2990,2827,12971,11677,5955,5253,10192,0
2991,2829,12877,11751,5940,5203,10149,0
2977,2833,12819,11661,5937,5240,10309,0
2992,2827,13035,11760,5998,5280,10398,0
2990,2826,12963,11618,5958,5253,10208,0
2997,2827,13110,11814,6030,5280,10233,0
3004,2832,13065,11734,6001,5304,10245,0
2986,2827,12945,11748,5991,5271,10177,0
2983,2826,13009,11679,5959,5244,10305,0
2970,2820,12945,11728,5949,5255,10233,0
2979,2829,12801,11759,5973,5266,10277,0
2986,2820,13012,11713,5962,5265,10137,0
2986,2824,12996,11712,5943,5265,10213,0
2997,2807,12791,11674,5953,5226,10271,0
2979,2806,12855,11636,5956,5252,10337,0
2993,2836,12956,11740,5977,5267,10162,0
2989,2833,12883,11656,5958,5254,10181,0
2978,2835,12964,11639,5991,5253,10258,0
3006,2827,12993,11683,6026,5308,10303,0
2991,2832,12816,11700,6032,5271,10254,0
2994,2837,12865,11726,6010,5271,10345,0
2986,2821,12948,11726,5957,5232,10169,0
2988,2840,12905,11715,5978,5243,10369,0
2995,2828,12880,11756,5979,5258,10224,0
3005,2835,12866,11839,6056,5276,10417,0
2998,2842,12988,11757,5974,5299,10327,0
2974,2823,12969,11702,5987,5224,10248,0
2998,2815,12798,11674,5955,5285,10336,0
3001,2818,12825,11724,5981,5245,10212,0
2993,2828,13037,11722,5992,5259,10422,0
3002,2822,12944,11610,6016,5274,10307,0
2990,2826,13011,11622,6018,5264,10172,0
2995,2826,12811,11678,5961,5258,10348,0
2982,2816,12924,11610,5991,5274,10295,0
2989,2833,13003,11629,5972,5293,10373,0
2985,2819,13054,11619,6027,5291,10278,0
2994,2826,13193,11684,5984,5268,10337,0
2994,2817,12961,11724,5962,5274,10412,0
2990,2831,12913,11675,5971,5258,10371,0
2988,2826,13009,11705,5972,5224,10272,0
2985,2824,12884,11670,6011,5243,10124,0
2990,2819,12943,11621,5917,5235,10316,0
2989,2807,12841,11716,5957,5275,10148,0
2984,2809,12928,11660,5981,5257,10217,0
2982,2815,12914,11648,5918,5228,10171,0
2989,2826,13150,11740,6016,5270,10442,0
2981,2808,12959,11686,5992,5248,10204,0
2986,2831,12986,11706,5980,5296,10329,0
2997,2826,12981,11697,6036,5275,10279,0
2988,2831,13069,11748,6025,5251,10301,0
2991,2829,13024,11745,5970,5302,10236,0
3000,2833,12906,11733,6012,5294,10323,0
2989,2815,13067,11745,5976,5287,10332,0
2992,2819,12851,11641,5971,5234,10254,0
3003,2826,13043,11827,6028,5304,10163,0
2988,2835,13031,11778,5990,5262,10239,0
3012,2821,13070,11686,6033,5269,10351,0
3000,2823,12978,11704,6043,5225,10405,0
2994,2841,12954,11756,5970,5255,10233,0
2997,2830,12954,11794,6028,5266,10285,0
2978,2810,12977,11698,5943,5224,10269,0
2995,2817,13168,11735,6003,5295,10383,0
2984,2827,12982,11779,6014,5264,10314,0
2987,2834,13043,11664,5966,5262,10203,0
2986,2821,13157,11788,6008,5279,10382,0
2983,2828,12990,11814,5988,5274,10383,0
2999,2830,12971,11803,5946,5261,10400,0
2992,2817,13056,11718,6005,5258,10336,0
2988,2816,12970,11837,5974,5250,10413,0
2992,2818,12888,11641,5976,5271,10386,0
2983,2815,13001,11843,5984,5282,10215,0
2981,2818,13082,11681,6000,5233,10275,0
2982,2824,12849,11526,5969,5212,10180,0
2983,2821,12926,11806,5965,5240,10198,0
2974,2835,12766,11602,5951,5257,10276,0
2971,2802,12927,11719,5921,5253,10371,0
3000,2826,12910,11689,5985,5235,10312,0
2974,2808,12934,11669,5947,5192,10133,0
2987,2823,13042,11651,5967,5250,10282,0
2980,2808,12880,11649,5978,5180,10231,0
2973,2818,13003,11765,5961,5267,10276,0
2988,2837,13017,11638,5978,5225,10292,0
2990,2831,13058,11711,5942,5232,10304,0
2978,2810,12905,11626,5953,5220,10193,0
2992,2817,13080,11756,6011,5274,10364,0
2990,2827,12922,11746,5981,5229,10380,0
2983,2827,13225,11711,5941,5234,10249,0
2974,2819,13134,11634,5950,5244,10311,0
2972,2833,12998,11705,5908,5230,10144,0
3000,2839,13099,11718,5910,5217,10184,0
2994,2818,13116,11688,5913,5297,10170,0
2989,2834,12913,11643,5926,5270,10063,0
2966,2801,12895,11688,5918,5240,10202,0
2977,2843,13122,11669,5933,5264,10156,0
2981,2823,12867,11745,5908,5267,10285,0
2975,2837,12971,11667,5932,5260,10282,0
2986,2829,12831,11655,5903,5255,10274,0
2994,2831,12942,11697,5936,5249,10164,0
2998,2821,12925,11641,5929,5272,10255,0
2992,2822,12942,11733,5976,5272,10284,0
2972,2844,13047,11722,5962,5305,10239,0
2987,2824,12979,11726,5960,5273,10260,0
2988,2820,12974,11667,5939,5208,10285,0
2990,2836,12970,11625,5961,5261,10303,0
3000,2847,13028,11695,5974,5244,10432,0
3005,2830,13081,11750,5977,5281,10214,0
2995,2830,13034,11628,5937,5283,10309,0
3000,2828,12986,11622,5920,5275,10271,0
2979,2840,13100,11679,5958,5282,10317,0
2983,2827,13030,11726,5947,5247,10128,0
2977,2829,12992,11729,5899,5225,10406,0
3001,2841,12967,11674,5919,5221,10358,0
2976,2801,12867,11662,5938,5262,10341,0
2987,2820,13082,11650,5942,5272,10277,0
2982,2831,13022,11598,5916,5252,10260,0
2983,2817,13168,11624,5894,5266,10301,0
2983,2813,12926,11665,5920,5258,10159,0
2991,2817,12998,11677,5920,5233,10251,0
2983,2814,12961,11771,5930,5280,10348,0
2994,2838,12951,11647,5932,5224,10456,0
2994,2820,13018,11643,5926,5224,10329,0
2991,2834,13020,11801,5974,5266,10258,0
2978,2815,12988,11742,5943,5240,10358,0
2976,2824,13054,11557,5942,5283,10294,0
3001,2831,13081,11764,5935,5266,10428,0
2980,2832,13084,11857,5920,5261,10412,0
2980,2828,12957,11719,5962,5281,10156,0
2982,2814,12923,11778,5970,5278,10347,0
3004,2819,13029,11753,5958,5280,10381,0
2999,2815,12981,11757,5964,5270,10147,0
2994,2829,13006,11688,5951,5294,10503,0
2984,2824,12959,11689,5914,5228,10139,0
2994,2844,13101,11790,5941,5293,10285,0
2978,2816,13065,11714,6018,5256,10459,0
3002,2829,13137,11634,5997,5263,10280,0
2990,2821,12840,11823,6036,5288,10445,0
3006,2824,13115,11747,5992,5262,10349,0
2998,2839,13037,11705,5996,5301,10454,0
2988,2834,13038,11721,5985,5285,10342,0
2999,2829,12952,11721,6019,5265,10295,0
2998,2829,13016,11705,5997,5270,10359,0
3854,3354,14497,12375,7355,6131,12402,0
3854,3389,14493,12334,7404,6123,12171,0
3873,3378,14571,12374,7380,6210,12307,0
3876,3375,14547,12302,7434,6153,12113,0
