FlyHeight6,FlyHeight7,FlyHeight8,FlyHeight9,FlyHeight10,FlyHeight11,FlyHeight12,class
3523,3196,13102,11756,6133,5587,10458,1
3524,3184,13216,11782,6101,5620,10285,1
3498,3212,13046,11773,6117,5601,10325,1
3513,3201,13074,11840,6117,5648,10612,1
3506,3186,12941,11800,6098,5652,10476,1
3543,3193,13002,11728,6143,5551,10332,1
3523,3183,13040,11706,6122,5527,10390,1
3518,3204,13132,11786,6080,5617,10347,1
3517,3192,13007,11779,6147,5619,10644,1
3519,3186,13227,11756,6129,5600,10458,1
3520,3211,13086,11763,6132,5601,10413,1
3506,3196,12996,11696,6086,5626,10463,1
3519,3206,13127,11808,6135,5591,10528,1
3513,3205,13058,11816,6147,5583,10462,1
3520,3197,13174,11777,6112,5654,10488,1
3536,3202,13120,11820,6097,5639,10506,1
3501,3199,12938,11842,6105,5631,10450,1
3510,3204,13131,11739,6150,5611,10378,1
3518,3198,13031,11759,6150,5626,10347,1
3523,3208,13082,11811,6156,5598,10337,1
3511,3194,13003,11819,6098,5601,10374,1
3526,3190,12961,11760,6153,5630,10463,1
3503,3196,13008,11793,6116,5601,10203,1
3539,3189,13084,11727,6106,5563,10435,1
3508,3186,12990,11738,6159,5623,10472,1
3522,3187,13112,11879,6101,5647,10264,1
3533,3199,12987,11740,6137,5660,10533,1
3515,3190,13038,11715,6127,5589,10438,1
3522,3200,12967,11712,6139,5668,10423,1
3528,3204,13034,11817,6156,5653,10540,1
3494,3213,13012,11756,6115,5601,10538,1
3503,3201,12914,11846,6171,5587,10388,1
3500,3196,13002,11812,6095,5604,10458,1
3532,3199,13007,11751,6130,5641,10467,1
3532,3200,13081,11875,6088,5617,10143,1
3536,3195,13118,11691,6119,5592,10154,1
3539,3203,13007,11725,6147,5632,10361,1
3520,3199,13254,11908,6202,5708,10418,1
3533,3205,13189,11900,6201,5623,10483,1
3522,3220,13095,11935,6204,5653,10533,1
3547,3209,13155,11911,6217,5637,10450,1
3529,3217,13037,11850,6174,5645,10431,1
3533,3216,13091,11901,6179,5684,10563,1
3549,3220,13041,11862,6197,5653,10289,1
3548,3213,13013,11829,6193,5622,10456,1
3530,3220,13236,11874,6208,5652,10534,1
3544,3233,13155,11896,6213,5675,10426,1
3541,3217,13051,11802,6192,5731,10424,1
3555,3198,13092,11787,6157,5661,10539,1
3507,3200,13039,11843,6151,5649,10565,1
3534,3199,12959,11814,6127,5608,10369,1
3510,3203,13166,11799,6159,5609,10442,1
3537,3209,12977,11898,6165,5665,10569,1
3527,3211,13132,11810,6186,5610,10314,1
3526,3206,13049,11762,6155,5606,10433,1
3525,3208,13222,11849,6175,5614,10372,1
3517,3211,13254,11825,6180,5655,10493,1
2689,2545,12784,10782,5682,4793,10510,1
2762,2601,13215,11032,5757,4859,10712,1
2721,2550,12892,10866,5660,4812,10907,1
2713,2562,12956,10849,5651,4750,10445,1
2822,2642,13308,11124,5858,4989,10745,1
2788,2627,13220,11081,5844,4967,10518,1
2689,2508,12779,10591,5559,4676,10200,1
2682,2501,12632,10569,5477,4736,10574,1
2674,2518,12847,10730,5561,4692,10385,1
2727,2534,12699,10711,5569,4740,10433,1
2705,2502,12883,10824,5610,4703,10375,1
2703,2531,12976,10862,5633,4715,10443,1
2919,2722,13843,11408,6276,5171,11510,1
2899,2739,13790,11368,6243,5201,10905,1
2915,2755,13609,11259,6300,5226,11183,1
2909,2742,13657,11403,6265,5209,11164,1
2913,2754,13701,11388,6290,5215,11250,1
2925,2752,13678,11289,6263,5235,11257,1
2896,2747,13645,11363,6169,5156,11201,1
2908,2753,13526,11260,6226,5161,11018,1
2886,2702,13552,11162,6180,5137,10938,1
2842,2659,13253,11201,5980,5020,10976,1
2772,2620,13132,10835,5816,4904,10579,1
2773,2600,13051,10892,5815,4915,10656,1
3506,2989,14479,11814,6958,5530,10870,1
3461,3003,14261,11866,6831,5409,10897,1
3468,2986,14478,11901,6897,5502,10837,1
3473,2992,14386,11865,7004,5606,10953,1
3501,2992,14432,11938,6900,5632,10978,1
3464,2993,14548,11804,6891,5541,10919,1
3465,2944,14115,11807,6848,5439,10800,1
3436,2953,14040,11702,6859,5434,10826,1
3492,2959,14262,11660,6856,5507,10941,1
3469,2974,14093,11745,6854,5466,10711,1
3442,2938,14195,11737,6801,5390,10835,1
3499,2973,14275,11768,6840,5441,10920,1
3659,3186,15472,12550,7634,6175,11811,1
3677,3188,15436,12577,7726,6205,11954,1
3720,3213,15608,12552,7696,6190,11843,1
3702,3220,15519,12509,7646,6126,11738,1
3680,3207,15598,12661,7690,6222,11755,1
3674,3225,15464,12614,7692,6206,11930,1
3701,3201,15637,12653,7761,6182,11953,1
3642,3135,15215,12324,7485,6040,11641,1
3587,3052,14928,12070,7230,5780,11384,1
3533,3049,14726,12203,7083,5706,11058,1
3572,3057,14954,12057,7138,5753,11420,1
3570,3075,14784,12082,7138,5663,11330,1
3580,3069,14881,12077,7321,5765,11042,1
3656,3124,14884,12282,7082,5622,11087,1
3596,3109,14724,12200,7004,5645,11050,1
21845,3160,21845,12348,21845,5780,21845,1
3601,3126,14899,12246,7243,5815,11306,1
3585,3099,14820,12338,7146,5749,11417,1
3595,3114,14779,12231,7139,5802,11251,1
3072,2849,12849,11200,6051,5137,10467,1
3101,2876,13200,11422,6165,5256,10220,1
3081,2869,12974,11255,6059,5141,10109,1
3111,2875,13280,11342,6161,5240,10384,1
3072,2837,12934,11131,6049,5109,10139,1
3064,2820,12930,11145,6004,5055,10098,1
3010,2789,12829,10957,5888,5030,10574,1
3049,2822,12875,11122,5975,5062,10299,1
3077,2836,12898,11086,5983,5106,10124,1
3061,2820,12924,11157,5994,5110,10429,1
3065,2833,12981,11124,5989,5096,10514,1
3051,2823,13002,11041,5987,5114,10313,1
3234,3053,13734,11829,6554,5573,11127,1
3258,3093,13669,11863,6593,5632,11118,1
3228,3066,13512,11637,6526,5574,11020,1
3249,3067,13711,11810,6581,5598,11267,1
3234,3081,13736,11735,6541,5576,11087,1
3231,3069,13750,11847,6548,5592,11257,1
3236,3076,13810,11763,6547,5625,11064,1
3190,2998,13505,11614,6408,5463,10982,1
3167,2956,13410,11444,6281,5366,10578,1
3125,2925,13262,11249,6139,5270,10610,1
3130,2915,13324,11294,6217,5291,10602,1
3117,2923,13319,11363,6273,5292,10644,1
3240,2894,14202,12603,6499,5487,10725,1
3232,2927,14270,12543,6453,5492,10733,1
3276,2957,14411,12766,6553,5589,11084,1
3277,2979,14328,12820,6527,5598,10624,1
3293,2990,14566,12804,6658,5678,10961,1
3289,2983,14434,12708,6742,5670,11119,1
3272,2997,14452,12737,6613,5642,10810,1
3271,2964,14566,12783,6665,5649,11104,1
3322,3001,14560,12819,6720,5691,11359,1
3291,2977,14586,12742,6739,5658,11123,1
3287,2989,14513,12714,6552,5596,10793,1
3279,2989,14608,12707,6697,5635,10917,1
3299,2987,14520,12744,6567,5705,10913,1
3288,2985,14442,12724,6690,5612,10872,1
3289,2976,14505,12638,6553,5574,10856,1
3307,2985,14607,12821,6632,5663,10770,1
3303,2975,14515,12616,6710,5699,10806,1
3305,2990,14529,12884,6725,5693,10921,1
3313,2999,14560,12851,6721,5652,11023,1
3322,3003,14566,12767,6727,5718,10965,1
3305,2998,14625,12760,6708,5712,10988,1
3311,2991,14655,12730,6774,5694,11111,1
3307,3010,14701,12817,6771,5722,10863,1
3325,2992,14639,12765,6620,5719,10849,1
3323,3003,14566,12732,6776,5668,11096,1
3165,2942,12279,11098,6050,5327,9880,1
3176,2950,12342,11279,6087,5328,9882,1
3181,2956,12287,11279,6052,5358,9663,1
3210,2986,12482,11360,6269,5503,10042,1
3189,2989,12415,11383,6234,5458,9922,1
3206,2990,12473,11434,6255,5448,9991,1
3183,2983,12343,11491,6255,5471,9953,1
3183,2989,12415,11367,6205,5476,9923,1
3189,2982,12457,11404,6219,5457,10040,1
3177,2975,12575,11370,6240,5442,9949,1
3351,3133,12971,11816,26214,5740,26214,1
3437,3096,14096,12057,6200,5384,10657,1
3476,3126,14211,12111,6228,5420,10762,1
3458,3095,14092,12032,6181,5354,10765,1
3481,3097,14074,12037,6147,5339,10733,1
3500,3140,14390,12144,6300,5473,10851,1
3524,3152,14374,12260,6336,5523,10992,1
3486,3136,14080,12138,6259,5415,10963,1
3463,3097,14027,12016,6118,5352,10901,1
3445,3075,13833,11840,6070,5247,10556,1
3407,3045,13548,11618,5895,5081,10419,1
3436,3066,14032,11943,6096,5270,10746,1
3474,3107,13982,11909,6114,5304,10770,1
3451,3087,13982,11905,6134,5303,10673,1
3449,3094,13934,11872,6095,5300,10619,1
3474,3098,13957,11904,6125,5313,10680,1
3570,3263,14611,12490,6718,5830,11469,1
3640,3300,14669,12644,6760,5990,11435,1
3617,3259,14630,12465,6710,5812,11537,1
3593,3291,14406,12616,6754,5832,11418,1
3615,3293,14792,12679,6740,5888,11589,1
3621,3293,14790,12703,6794,5901,11463,1
3598,3279,14477,12647,6678,5810,11370,1
3588,3261,14734,12632,6758,5860,11449,1
3555,3230,14474,12443,6621,5750,11242,1
3547,3202,14293,12342,6421,5613,11326,1
3515,3143,14242,12139,6331,5499,10988,1
3496,3144,14246,12155,6275,5490,11061,1
3522,3161,14362,12206,6345,5507,11058,1
3272,2874,12851,10807,6207,5515,10420,1
3286,2882,13068,10844,6239,5478,10508,1
3268,2869,12972,10911,6283,5477,10486,1
3277,2887,13077,10837,6264,5505,10366,1
3290,2865,12898,10730,6201,5453,10208,1
3276,2893,13046,10938,6269,5513,10246,1
3289,2885,13004,10905,6196,5495,10219,1
3266,2883,12914,10839,6195,5427,10472,1
3236,2820,12641,10677,6095,5338,10107,1
3211,2817,12499,10557,6045,5272,10173,1
3207,2806,12662,10717,6021,5291,10102,1
3230,2824,12727,10773,6063,5338,9912,1
3232,2843,12692,10587,6077,5387,10178,1
3215,2843,12665,10515,6061,5389,10116,1
3246,2849,12697,10672,6111,5373,9849,1
3395,3045,13544,11137,6734,5866,10956,1
3424,3077,13490,11257,6744,5967,10792,1
3403,3067,13685,11264,6725,5961,10651,1
3421,3059,13684,11209,6686,5964,10683,1
3443,3067,13624,11296,6725,5949,10761,1
3408,3061,13556,11207,6632,5941,10737,1
3375,3064,13528,11252,6718,5917,10764,1
3385,3022,13523,11107,6675,5895,10703,1
3362,2982,13341,10993,6461,5742,10405,1
3300,2926,13113,11018,6321,5625,10657,1
3307,2920,13010,10853,6329,5533,10361,1
3308,2927,13122,11048,6313,5577,10357,1
3144,2902,14043,12319,6286,5582,11137,1
3125,2908,13990,12161,6215,5604,10907,1
3133,2891,14050,12246,6365,5601,11321,1
3127,2909,14123,12279,6279,5611,11292,1
3135,2911,14140,12166,6319,5599,11076,1
3138,2875,13892,12186,6328,5469,11124,1
3111,2847,13757,11980,6210,5487,11091,1
3136,2843,13806,12137,6270,5485,11127,1
3187,2876,13759,12065,6197,5487,10872,1
3156,2894,13758,12200,6268,5547,11273,1
3152,2858,13815,12081,6216,5380,10843,1
3189,2884,13934,12310,26214,5549,26214,1
3307,3122,15370,12920,26214,6050,26214,1
3332,3112,15431,12862,6873,6104,12533,1
3338,3145,14564,12766,6871,6104,12262,1
3345,3147,14898,12788,26214,6208,26214,1
3339,3129,15379,12820,6810,6064,12218,1
3362,3148,15591,12826,6969,6164,12485,1
3306,3123,14938,12940,6863,6121,12277,1
3324,3087,15350,12648,6888,5995,12415,1
3179,2988,14935,12440,6510,5729,11687,1
3184,2982,14281,12433,6546,5773,11557,1
3213,2980,14424,12431,6443,5778,11802,1
3231,2988,14359,12459,6512,5823,11461,1
3212,3004,14319,12432,6555,5853,11591,1
21845,3006,21845,12615,21845,5800,21845,1
3243,3023,14324,12448,6773,6056,11646,1
3231,3012,14346,12412,6869,5975,11645,1
3253,3023,14368,12419,6729,5951,11700,1
3236,3006,14403,12453,6713,5940,11795,1
3237,3021,14318,12426,26214,5939,26214,1
3229,2983,14425,12428,6550,5799,11142,1
3420,3089,13495,11223,6646,5525,10764,1
3372,3060,13406,11132,6316,5403,10795,1
3367,3066,13446,11114,6348,5410,10562,1
3387,3086,13707,11303,6679,5513,10895,1
3404,3071,13519,11138,6658,5495,10591,1
3399,3088,13494,11107,6591,5468,10639,1
3344,3017,13231,11028,6226,5289,10457,1
3346,3030,13516,11118,6299,5344,10469,1
3380,3056,13248,11140,6267,5338,10516,1
3391,3043,13359,11186,6291,5375,10243,1
3392,3054,13365,11132,6294,5370,10623,1
3402,3060,13441,11206,6287,5420,10325,1
3442,3198,14010,11679,6791,5893,10977,1
3455,3213,14097,11773,6879,5926,10993,1
3494,3251,14082,11725,6880,5971,10970,1
3480,3262,14137,11644,6892,5997,11208,1
3488,3238,14192,11761,6889,5980,10939,1
3498,3245,14088,11804,6921,6012,11021,1
3454,3223,14102,11648,6789,5935,10994,1
3479,3192,14051,11589,6789,5906,10803,1
3380,3116,13604,11446,6521,5638,10973,1
3424,3125,13611,11335,6507,5609,10628,1
3396,3107,13694,11370,6475,5607,10866,1
3377,3078,13634,11262,6440,5445,10659,1
3419,3136,13680,11392,6525,5631,10831,1
3426,3128,13682,11388,6496,5634,10401,1
3389,3117,13660,11316,6512,5607,10720,1
3432,3127,13640,11382,6476,5631,10785,1
21845,3144,21845,11514,21845,5650,21845,1
3453,3125,13749,11427,6514,5639,10694,1
3440,3135,13765,11441,6535,5609,10738,1
3429,3135,13689,11326,6532,5636,10635,1
3181,2932,13936,11850,6753,5670,10841,1
3188,2944,13830,11927,6793,5704,10866,1
3181,2943,13816,11804,6773,5710,10852,1
3184,2939,13920,11764,6799,5735,10763,1
3183,2942,13782,11816,6782,5710,10903,1
3185,2921,13770,11863,6771,5776,10872,1
3193,2954,13830,11851,6786,5710,10941,1
3179,2931,13811,11746,6791,5734,10887,1
3191,2942,13868,11905,6795,5688,10878,1
3187,2940,13706,11784,6717,5644,10800,1
3170,2922,13767,11840,6751,5642,10891,1
3178,2939,13903,11876,6751,5691,10978,1
3170,2937,13619,11860,6763,5690,10854,1
3182,2943,13860,11841,6793,5721,10947,1
3171,2925,13700,11795,6725,5683,10731,1
3197,2944,13651,11852,6744,5664,10673,1
3189,2937,13720,11914,6787,5684,10902,1
3182,2943,13773,11963,6791,5703,10889,1
3173,2920,13747,11829,6813,5665,10859,1
3170,2938,13790,11775,6775,5667,10806,1
3176,2941,13835,11924,6771,5698,10773,1
3172,2937,13773,11933,6773,5707,10966,1
3175,2928,13800,11871,6738,5676,10696,1
3160,2935,13776,11806,6766,5682,10941,1
3163,2929,13832,11802,6705,5682,10745,1
3180,2928,13709,11887,6749,5638,10915,1
3166,2926,13729,11722,6708,5686,10927,1
3172,2938,13739,11699,6762,5682,10764,1
3170,2928,13742,11780,6748,5666,10833,1
3159,2934,13816,11754,6755,5622,10857,1
3182,2938,13701,11863,6785,5678,10888,1
3164,2945,13888,11794,6749,5701,10943,1
3161,2913,13717,11815,6753,5665,10881,1
3162,2921,13673,11771,6723,5668,10776,1
3175,2945,14031,11897,6863,5727,10992,1
3171,2936,13645,11800,6712,5650,10877,1
3186,2928,13923,11798,6739,5650,10772,1
3183,2926,13758,11871,6747,5695,10972,1
3168,2922,13764,11770,6753,5651,10786,1
3159,2941,13838,11921,6769,5683,10847,1
3171,2930,13713,11777,6711,5672,10753,1
3162,2929,13805,11806,6744,5659,10876,1
3182,2937,13886,11831,6719,5710,10840,1
3171,2922,13871,11904,6765,5694,10882,1
3162,2933,13725,11842,6751,5684,11000,1
3188,2945,13831,11815,6798,5682,10828,1
3164,2938,13942,11836,6793,5649,11005,1
3168,2929,13898,11744,6750,5684,10757,1
3165,2938,13713,11877,6768,5709,10926,1
3182,2952,13812,11837,6762,5651,10913,1
3177,2938,13877,11798,6765,5713,10913,1
3171,2935,13856,11780,6718,5659,10896,1
3170,2940,13824,11887,6803,5699,10906,1
3181,2918,13691,11786,6721,5670,10891,1
3191,2922,13702,11750,6735,5655,10800,1
3178,2922,13708,11786,6711,5673,10816,1
3165,2933,13675,11726,6742,5613,10698,1
3179,2929,13907,11724,6801,5718,10892,1
3185,2952,13759,11795,6747,5670,10803,1
3183,2931,13846,11816,6736,5675,10931,1
3179,2927,13889,11839,6767,5672,10898,1
3175,2929,13864,11694,6776,5673,10944,1
3175,2922,13857,11702,6748,5677,10865,1
3176,2926,13805,11755,6677,5672,10853,1
3167,2936,13904,11824,6773,5666,10938,1
3171,2935,13749,11827,6754,5622,10921,1
3169,2937,13848,11725,6732,5661,10936,1
3175,2932,13710,11718,6738,5630,10922,1
3178,2934,13968,11780,6744,5648,10977,1
3175,2933,13811,11634,6700,5655,10763,1
3171,2936,13771,11785,6769,5680,10911,1
3164,2940,13935,11820,6764,5697,10895,1
3175,2929,13848,11792,6751,5669,10921,1
3152,2923,13675,11706,6711,5611,10631,1
3180,2930,13787,11699,6746,5696,10837,1
3155,2925,13604,11662,6707,5621,10655,1
3171,2919,13693,11629,6698,5621,10791,1
3177,2929,13750,11762,6761,5597,10894,1
3163,2942,13787,11750,6711,5660,10835,1
3178,2945,13772,11797,6749,5671,10782,1
3189,2925,13724,11772,6710,5663,10766,1
3171,2923,13744,11796,6795,5677,11049,1
3163,2927,13713,11804,6705,5677,10790,1
3173,2946,13729,11930,6754,5708,10872,1
3181,2945,13765,11822,6815,5734,10928,1
3175,2920,13879,11830,6773,5719,11050,1
3181,2942,13789,11864,6719,5715,10811,1
3194,2950,13779,11897,6770,5712,10932,1
3186,2916,13843,11861,6763,5698,10894,1
3166,2944,13893,11802,6778,5696,10857,1
3167,2942,13786,11822,6769,5722,10928,1
3184,2928,13767,11871,6737,5665,10855,1
3188,2933,13793,11820,6780,5712,10992,1
3176,2934,13670,11731,6714,5680,10764,1
3165,2927,13814,11754,6723,5695,10799,1
3175,2924,13913,11921,6814,5717,10943,1
3173,2938,13753,11836,6747,5698,10841,1
3187,2937,13773,11819,6737,5740,10906,1
3189,2936,13766,11884,6740,5684,11025,1
3188,2924,13705,11874,6777,5706,10833,1
3170,2940,13897,11889,6792,5674,11000,1
3173,2948,13775,11845,6776,5704,10900,1
3172,2929,13858,11885,6721,5668,10858,1
3173,2928,13759,11748,6721,5688,10856,1
3174,2947,13858,11842,6716,5722,10885,1
3176,2939,13802,11878,6759,5705,10963,1
3166,2923,13847,11807,6728,5692,10899,1
3177,2934,13735,11894,6757,5686,10884,1
3165,2938,13699,11786,6715,5661,10921,1
3169,2935,13788,11866,6761,5666,11008,1
3190,2927,13906,11846,6751,5725,11016,1
3182,2942,13690,11762,6757,5698,10828,1
3179,2935,13949,11823,6753,5690,10851,1
3195,2932,13830,11893,6753,5705,10882,1
3165,2937,13734,11751,6749,5671,10938,1
3166,2932,13652,11757,6701,5653,10734,1
3173,2933,13765,11760,6745,5673,10899,1
3164,2930,13751,11813,6745,5681,10852,1
3175,2926,13645,11802,6679,5667,10652,1
3171,2932,13737,11900,6729,5730,10868,1
3185,2933,13672,11836,6730,5750,10960,1
3179,2930,13798,11887,6791,5685,10969,1
3176,2944,13914,11921,6719,5719,10862,1
3190,2937,13809,11829,6787,5691,10867,1
3171,2938,13791,11794,6771,5724,10847,1
3158,2936,13872,11853,6743,5733,10746,1
3173,2928,13748,11709,6767,5678,10940,1
3169,2923,13920,11914,6756,5721,10847,1
3166,2931,13839,11911,6756,5701,10912,1
3181,2931,13742,11722,6728,5678,10930,1
3175,2929,13710,11799,6752,5658,10812,1
3188,2932,13760,11804,6765,5721,10885,1
3182,2941,13859,11801,6754,5713,10836,1
3175,2935,13735,11932,6753,5694,10890,1
3192,2934,13819,11777,6794,5689,10793,1
3162,2927,13786,11823,6745,5743,10979,1
3175,2935,13912,11805,6763,5709,10997,1
3163,2929,13648,11788,6766,5678,10827,1
3166,2939,13659,11876,6703,5683,10863,1
3175,2932,13825,11864,6744,5718,10807,1
3175,2936,13780,11736,6760,5688,10876,1
3180,2935,13755,11835,6759,5678,11000,1
3165,2938,13923,11906,6752,5718,10896,1
3189,2927,13913,11858,6805,5698,10955,1
3170,2939,13878,11806,6756,5697,10992,1
3168,2935,13758,11860,6793,5705,11031,1
3190,2934,13928,11850,6741,5690,10894,1
3167,2930,13849,11941,6742,5727,10785,1
3176,2943,13811,11843,6729,5689,10811,1
3176,2925,13892,11727,6756,5737,10853,1
3176,2943,13772,11907,6736,5730,10952,1
3166,2922,13883,11791,6745,5700,10808,1
3176,2933,13795,11769,6759,5628,10911,1
3170,2947,13845,11885,6767,5679,10871,1
3159,2928,13660,11787,6731,5688,10892,1
3180,2935,13804,11689,6729,5708,10778,1
3169,2931,13807,11859,6773,5721,10842,1
3161,2939,13773,11814,6747,5716,10961,1
3169,2929,13758,11673,6703,5679,10841,1
3160,2935,13760,11913,6737,5676,10766,1
3166,2925,13611,11699,6735,5685,10693,1
3168,2946,13864,11881,6706,5657,10915,1
3174,2928,13749,11873,6752,5711,10846,1
3165,2936,13820,11843,6721,5645,10737,1
3173,2923,13810,11766,6729,5675,10821,1
3173,2930,13721,11958,6794,5723,10960,1
3174,2922,13829,11858,6764,5686,10952,1
3180,2942,13706,11863,6812,5730,10883,1
3185,2934,13925,11920,6763,5695,10897,1
3178,2934,13811,11865,6768,5710,10795,1
3189,2938,13817,11930,6778,5699,10908,1
3178,2937,13798,11740,6758,5713,10908,1
3180,2934,13819,11851,6787,5702,10912,1
3170,2920,13771,11676,6785,5670,10985,1
3177,2921,13795,11886,6747,5635,10804,1
3178,2931,13893,11880,6757,5726,10897,1
3173,2932,13898,11763,6763,5663,10825,1
3175,2928,13866,11836,6793,5710,10915,1
3184,2913,13760,11885,6733,5674,10934,1
3181,2928,13835,11622,6752,5651,10773,1
3166,2931,13769,11773,6805,5687,10847,1
3167,2917,13715,11793,6696,5672,10867,1
3166,2922,13661,11790,6707,5662,10925,1
3153,2925,13664,11794,6722,5657,10838,1
3171,2921,13821,11744,6722,5649,10856,1
3168,2934,13783,11908,6762,5698,10884,1
3155,2924,13734,11797,6744,5648,10812,1
3154,2921,13636,11837,6738,5626,10834,1
3160,2932,13757,11694,6659,5601,10846,1
3171,2936,13806,11916,6759,5681,11032,1
3169,2925,13765,11757,6712,5661,10924,1
3176,2931,13689,11766,6687,5643,10841,1
3176,2912,13698,11718,6721,5632,10894,1
3149,2920,13802,11792,6732,5661,10889,1
3164,2914,13786,11785,6769,5621,10829,1
3165,2925,13733,11839,6733,5670,10859,1
3165,2915,13636,11686,6708,5623,10820,1
3167,2922,13692,11722,6706,5651,10898,1
3181,2916,13764,11690,6738,5606,10837,1
3163,2926,13816,11774,6743,5643,10821,1
3157,2920,13694,11777,6728,5657,10810,1
3164,2929,13688,11952,6766,5648,10973,1
3173,2923,13777,11739,6709,5618,10865,1
3162,2920,13724,11873,6728,5657,10847,1
3171,2928,13738,11761,6710,5675,10898,1
3162,2931,13808,11819,6778,5671,10898,1
3166,2916,13656,11778,6728,5638,10904,1
3157,2925,13718,11800,6698,5640,10806,1
3163,2927,13803,11814,6710,5661,10851,1
3168,2921,13671,11793,6669,5660,10786,1
3160,2930,13792,11825,6728,5655,10906,1
3185,2927,13753,11868,6769,5675,10918,1
3174,2921,13813,11842,6772,5666,11004,1
3174,2934,13827,11826,6749,5619,11040,1
3159,2922,13652,11813,6753,5628,10814,1
3161,2937,13803,11869,6729,5682,10913,1
3176,2911,13825,11776,6768,5618,10917,1
3173,2921,13768,11779,6742,5679,10987,1
3180,2924,13783,11756,6749,5635,10905,1
3169,2910,13665,11686,6711,5640,10703,1
3169,2928,13851,11830,6716,5634,11000,1
3158,2928,13631,11837,6672,5612,10765,1
3151,2934,13607,11636,6691,5615,10822,1
3171,2916,13720,11680,6675,5591,10771,1
3154,2920,13645,11619,6716,5629,10798,1
3157,2930,13827,11663,6698,5617,10929,1
3168,2922,13791,11795,6654,5630,10839,1
3150,2922,13757,11786,6683,5615,10876,1
3167,2924,13772,11761,6704,5607,10750,1
3146,2933,13748,11707,6697,5638,10699,1
3156,2914,13699,11704,6695,5616,10807,1
3159,2924,13792,11787,6690,5618,10808,1
3154,2912,13718,11709,6641,5619,10707,1
3157,2920,13703,11783,6677,5626,10826,1
3155,2916,13723,11758,6670,5626,10719,1
3161,2923,13605,11679,6720,5634,10887,1
3180,2934,13804,11751,6721,5636,10954,1
3159,2910,13677,11661,6687,5611,10805,1
3155,2921,13637,11797,6681,5643,10728,1
3184,2935,13784,11750,6721,5669,10903,1
3170,2923,13673,11698,6663,5607,10751,1
3166,2920,13725,11739,6731,5626,10837,1
3158,2923,13731,11783,6729,5668,10800,1
3161,2917,13716,11719,6698,5605,10740,1
3159,2918,13665,11584,6713,5686,10860,1
3173,2926,13967,11802,6729,5636,10778,1
3170,2921,13774,11676,6752,5655,10798,1
3161,2936,13786,11779,6745,5644,10794,1
3160,2944,13725,11785,6712,5630,10855,1
3156,2931,13636,11831,6709,5665,10849,1
3159,2927,13755,11781,6727,5658,10759,1
3168,2927,13681,11665,6715,5674,10773,1
3173,2936,13778,11732,6713,5678,10852,1
3155,2933,13768,11692,6712,5619,10729,1
3167,2918,13744,11773,6725,5671,10901,1
3173,2928,13667,11754,6742,5675,10785,1
3165,2931,13826,11707,6692,5637,10808,1
3155,2938,13717,11716,6696,5670,10850,1
3152,2927,13729,11725,6713,5670,10973,1
3172,2931,13847,11786,6721,5677,10769,1
3168,2927,13727,11685,6734,5635,10876,1
3172,2925,13700,11772,6750,5628,10799,1
3174,2922,13752,11660,6733,5637,10936,1
3177,2941,13675,11765,6739,5642,10864,1
3166,2920,13791,11721,6742,5657,10721,1
3159,2915,13799,11733,6698,5634,10754,1
3167,2940,13781,11671,6742,5646,10922,1
3181,2926,13816,11842,6722,5660,10787,1
3169,2915,13811,11768,6718,5642,10814,1
3169,2927,13833,11767,6723,5602,10802,1
3171,2925,13717,11711,6755,5665,10752,1
3153,2920,13613,11724,6767,5652,10782,1
3183,2934,13686,11684,6697,5655,10749,1
3171,2932,13651,11830,6757,5664,10921,1
3166,2927,13797,11771,6715,5676,10807,1
3167,2915,13665,11789,6696,5650,10742,1
3174,2921,13729,11663,6742,5672,10772,1
3158,2934,13695,11767,6718,5633,10780,1
3183,2936,13750,11676,6711,5637,10856,1
3162,2933,13701,11803,6742,5635,10741,1
3162,2923,13901,11744,6726,5661,10885,1
3166,2928,13740,11816,6751,5627,10902,1
3171,2936,13654,11751,6743,5648,10883,1
3166,2932,13810,11812,6705,5705,10904,1
3184,2934,13716,11838,6767,5650,10862,1
3172,2934,13639,11749,6727,5676,10789,1
3162,2933,13824,11736,6694,5669,10808,1
3171,2929,13806,11677,6725,5687,10885,1
3176,2934,13713,11752,6753,5684,10833,1
3180,2936,13803,11689,6746,5682,10917,1
3167,2933,13722,11772,6708,5680,10930,1
3172,2939,13813,11775,6761,5593,10725,1
3333,2888,13818,11275,6854,5085,10902,1
3340,2893,14023,11403,6891,5173,10984,1
3356,2905,13980,11458,7007,5234,10962,1
3270,2914,13995,11505,6745,5050,11053,1
3338,2958,14272,11645,6874,5176,11305,1
3367,2934,14160,11578,7090,5284,11149,1
3349,2920,14139,11468,7032,5248,10987,1
3349,2940,14126,11495,7057,5277,10980,1
3357,2929,14150,11545,7057,5244,11294,1
3369,2930,14153,11551,7042,5210,11355,1
3377,2938,14156,11554,7052,5288,11053,1
3365,2937,14041,11548,7049,5274,11280,1
3350,2929,14173,11438,7065,5235,11044,1
3354,2933,14098,11554,7034,5273,11162,1
3362,2953,14127,11653,7070,5246,11053,1
3382,2958,14120,11601,7116,5299,11245,1
3417,2962,14112,11513,7122,5254,11172,1
3361,2954,14109,11611,7075,5272,11178,1
3357,2945,14104,11481,7100,5254,11029,1
3370,2950,14269,11622,7082,5271,10820,1
3389,2950,14217,11549,7128,5300,11250,1
3403,2953,14026,11492,7040,5252,11253,1
3352,2939,14038,11547,7035,5260,11137,1
